[harness] tree 8130e4d
[SIM_TUNE] {"DAWN_LIVE":1,"STATE_RECORDS":1,"LAND_KNOW":1,"PEER_SEATS":1,"FOUND_DRIFT":1,"ABSORB_ORG_ERA":1,"TRIBUTE_UP":0.33,"ENGULF":8,"FEAR_REACH":1,"WAR_FINISH":1,"SMALL_WAR":8,"RELIEF_REACH":1,"EXCH_WAVE":3,"TECH_USE":1,"VASSAL_LEVY":0.5,"DISSOLVE_CORE":1,"SETT_STRIDE":3,"TRADE_STRIDE":5,"LEAN_YEAR":1}
[peopleSim] hearth pin Nile picked at tile (138,40) (27.0E 30.0N) — maturity deferred to the stagger law
[peopleSim] hearth pin Mesopotamia picked at tile (149,38) (43.5E 33.0N) — maturity deferred to the stagger law
[peopleSim] hearth pin Indus picked at tile (167,41) (70.5E 28.5N) — maturity deferred to the stagger law
[peopleSim] hearth pin Yellow River picked at tile (196,38) (114.0E 33.0N) — maturity deferred to the stagger law
[peopleSim] hearth candidate at (138,40) (27.0E 30.0N) score 6.39 pkg=wheat(suit 0.92) — ARMED: ~974y of peopled-basin time from maturity
[peopleSim] hearth candidate at (149,38) (43.5E 33.0N) score 4.32 pkg=wheat(suit 0.69) — ARMED: ~1311y of peopled-basin time from maturity
[peopleSim] hearth candidate at (167,41) (70.5E 28.5N) score 6.34 pkg=wheat(suit 0.98) — ARMED: ~922y of peopled-basin time from maturity
[peopleSim] hearth candidate at (196,38) (114.0E 33.0N) score 4.11 pkg=rice(suit 0.81) — ARMED: ~3106y of peopled-basin time from maturity
[peopleSim] hearth candidate at (58,38) (-93.0E 33.0N) score 5.34 pkg=maize(suit 0.87) — ARMED: ~5148y of peopled-basin time from maturity
[peopleSim] hearth candidate at (111,53) (-13.5E 10.5N) score 1.76 pkg=sorghum(suit 0.64) — ARMED: ~3133y of peopled-basin time from maturity
[peopleSim] hearth candidate at (140,73) (30.0E -19.5N) score 1.32 pkg=tubers(suit 0.93) — ARMED: ~3243y of peopled-basin time from maturity
[peopleSim] hearth candidate at (77,72) (-64.5E -18.0N) score 0.87 pkg=tubers(suit 0.57) — ARMED: ~5283y of peopled-basin time from maturity
[peopleSim] hearth candidate at (31,23) (-133.5E 55.5N) score 0.50 — ARMED: ~13000y of peopled-basin time from maturity
[peopleSim] hearth candidate at (117,23) (-4.5E 55.5N) score 0.50 — ARMED: ~13000y of peopled-basin time from maturity

=== EGYPT AUTOPSY  480x240 (tw=240)  seed 8817  box lon 24..36 lat 20..33 (66 land tiles) ===
  step | box: sett  Σpeople | largest (people/urban  fed  dis  org) cid | realm@box: id  boxT  worldT   km²  mem  cap/load  fronts | field: Σpop  Σcap
  3800 |   0       0 |   (none) |         (no realm owns the box) | 11037 19605
  3900 |   0       0 |   (none) |         (no realm owns the box) | 11168 19605
  4000 |   0       0 |   (none) |         (no realm owns the box) | 11298 19605
  4100 |   0       0 |   (none) |         (no realm owns the box) | 11427 19605
  4200 |   0       0 |   (none) |         (no realm owns the box) | 11555 19605
  4300 |   0       0 |   (none) |         (no realm owns the box) | 11682 19605
  4400 |   0       0 |   (none) |         (no realm owns the box) | 11808 19605
  4500 |   0       0 |   (none) |         (no realm owns the box) | 11934 19605
  4600 |   0       0 |   (none) |         (no realm owns the box) | 12058 19605
  4700 |   0       0 |   (none) |         (no realm owns the box) | 12181 19605
  4800 |   0       0 |   (none) |         (no realm owns the box) | 12303 19605
  4900 |   0       0 |   (none) |         (no realm owns the box) | 12424 19605
  5000 |   0       0 |   (none) |         (no realm owns the box) | 12544 19605
  5100 |   0       0 |   (none) |         (no realm owns the box) | 12662 19605
  5200 |   0       0 |   (none) |         (no realm owns the box) | 12780 19605
  5300 |   0       0 |   (none) |         (no realm owns the box) | 12896 19605
  5400 |   0       0 |   (none) |         (no realm owns the box) | 13010 19605
  5500 |   0       0 |   (none) |         (no realm owns the box) | 13124 19605
  5600 |   0       0 |   (none) |         (no realm owns the box) | 13236 19605
  5700 |   0       0 |   (none) |         (no realm owns the box) | 13347 19605
  5800 |   0       0 |   (none) |         (no realm owns the box) | 13457 19605
  5900 |   0       0 |   (none) |         (no realm owns the box) | 13565 19605
  6000 |   0       0 |   (none) |         (no realm owns the box) | 13672 19605
  6100 |   0       0 |   (none) |         (no realm owns the box) | 13778 19605
  6200 |   0       0 |   (none) |         (no realm owns the box) | 13882 19605
  6300 |   0       0 |   (none) |         (no realm owns the box) | 13985 19605
  6400 |   0       0 |   (none) |         (no realm owns the box) | 14086 19605
  6500 |   0       0 |   (none) |         (no realm owns the box) | 14187 19605
  6600 |   0       0 |   (none) |         (no realm owns the box) | 14285 19605
  6700 |   0       0 |   (none) |         (no realm owns the box) | 14383 19605
  6800 |   0       0 |   (none) |         (no realm owns the box) | 14478 19605
  6900 |   0       0 |   (none) |         (no realm owns the box) | 14573 19605
  7000 |   0       0 |   (none) |         (no realm owns the box) | 14666 19605
  7100 |   0       0 |   (none) |         (no realm owns the box) | 14758 19605
  7200 |   0       0 |   (none) |         (no realm owns the box) | 14848 19605
  7300 |   0       0 |   (none) |         (no realm owns the box) | 14937 19605
  7400 |   0       0 |   (none) |         (no realm owns the box) | 15025 19605
[peopleSim] AGRICULTURE INVENTED at (167,41) (70.5E 28.5N) — the basin farms; a city will rise when its market gathers one (score 6.34)
[peopleSim] AGRICULTURE INVENTED at (138,40) (27.0E 30.0N) — the basin farms; a city will rise when its market gathers one (score 6.39)
  7500 |   0       0 |   (none) |         (no realm owns the box) | 15111 19605
  7600 |   0       0 |   (none) |         (no realm owns the box) | 15195 19605
  7700 |   0       0 |   (none) |         (no realm owns the box) | 15279 19605
  7800 |   0       0 |   (none) |         (no realm owns the box) | 15361 19605
  7900 |   0       0 |   (none) |         (no realm owns the box) | 15442 19605
  8000 |   0       0 |   (none) |         (no realm owns the box) | 15521 19605
  8100 |   0       0 |   (none) |         (no realm owns the box) | 16230 323300
  8200 |   0       0 |   (none) |         (no realm owns the box) | 17198 323300
  8300 |   0       0 |   (none) |         (no realm owns the box) | 18287 323300
  8400 |   0       0 |   (none) |         (no realm owns the box) | 19496 323300
  8500 |   0       0 |   (none) |         (no realm owns the box) | 20831 323300
  8600 |   0       0 |   (none) |         (no realm owns the box) | 22297 323300
  8700 |   0       0 |   (none) |         (no realm owns the box) | 23898 336254
  8800 |   0       0 |   (none) |         (no realm owns the box) | 25647 336254
  8900 |   0       0 |   (none) |         (no realm owns the box) | 27531 336254
  9000 |   0       0 |   (none) |         (no realm owns the box) | 29546 336254
  9100 |   0       0 |   (none) |         (no realm owns the box) | 31692 336254
  9200 |   0       0 |   (none) |         (no realm owns the box) | 33972 336254
  9300 |   0       0 |   (none) |         (no realm owns the box) | 36392 336894
  9400 |   0       0 |   (none) |         (no realm owns the box) | 38969 350201
  9500 |   0       0 |   (none) |         (no realm owns the box) | 41719 350201
  9600 |   0       0 |   (none) |         (no realm owns the box) | 44633 350201
  9700 |   0       0 |   (none) |         (no realm owns the box) | 47711 350201
  9800 |   0       0 |   (none) |         (no realm owns the box) | 50952 350201
  9900 |   0       0 |   (none) |         (no realm owns the box) | 54360 350201
 10000 |   0       0 |   (none) |         (no realm owns the box) | 57937 350201
 10100 |   0       0 |   (none) |         (no realm owns the box) | 61721 363354
 10200 |   0       0 |   (none) |         (no realm owns the box) | 65707 363354
 10300 |   0       0 |   (none) |         (no realm owns the box) | 69884 363354
 10400 |   0       0 |   (none) |         (no realm owns the box) | 74248 363354
 10500 |   0       0 |   (none) |         (no realm owns the box) | 78797 363354
 10600 |   0       0 |   (none) |         (no realm owns the box) | 83528 363354
 10700 |   0       0 |   (none) |         (no realm owns the box) | 88446 377370
 10800 |   0       0 |   (none) |         (no realm owns the box) | 93593 377370
 10900 |   0       0 |   (none) |         (no realm owns the box) | 98954 377370
 11000 |   0       0 |   (none) |         (no realm owns the box) | 104508 377370
 11100 |   0       0 |   (none) |         (no realm owns the box) | 110242 377370
 11200 |   0       0 |   (none) |         (no realm owns the box) | 116144 377370
 11300 |   0       0 |   (none) |         (no realm owns the box) | 122204 377370
 11400 |   0       0 |   (none) |         (no realm owns the box) | 128465 386108
 11500 |   0       0 |   (none) |         (no realm owns the box) | 134947 386110
 11600 |   0       0 |   (none) |         (no realm owns the box) | 141562 386115
 11700 |   0       0 |   (none) |         (no realm owns the box) | 148287 386124
 11800 |   0       0 |   (none) |         (no realm owns the box) | 155103 386159
 11900 |   0       0 |   (none) |         (no realm owns the box) | 162002 386337
 12000 |   0       0 |   (none) |         (no realm owns the box) | 168978 386676
 12100 |   0       0 |   (none) |         (no realm owns the box) | 176155 394584
 12200 |   0       0 |   (none) |         (no realm owns the box) | 183425 395234
 12300 |   0       0 |   (none) |         (no realm owns the box) | 190730 396127
 12400 |   0       0 |   (none) |         (no realm owns the box) | 198057 397315
[peopleSim] AGRICULTURE INVENTED at (149,38) (43.5E 33.0N) — the basin farms; a city will rise when its market gathers one (score 4.32)
 12500 |   0       0 |   (none) |         (no realm owns the box) | 205397 398971
 12600 |   0       0 |   (none) |         (no realm owns the box) | 212758 401243
 12700 |   0       0 |   (none) |         (no realm owns the box) | 220169 412052
 12800 |   0       0 |   (none) |         (no realm owns the box) | 227845 415155
 12900 |   0       0 |   (none) |         (no realm owns the box) | 235561 418829
 13000 |   0       0 |   (none) |         (no realm owns the box) | 243325 423039
 13100 |   0       0 |   (none) |         (no realm owns the box) | 251142 427748
 13200 |   0       0 |   (none) |         (no realm owns the box) | 259018 432921
 13300 |   0       0 |   (none) |         (no realm owns the box) | 266960 438526
 13400 |   0       0 |   (none) |         (no realm owns the box) | 275107 453056
 13500 |   0       0 |   (none) |         (no realm owns the box) | 283509 459211
 13600 |   0       0 |   (none) |         (no realm owns the box) | 291991 465795
 13700 |   5    9278 | Ňěňní       5953/  340 0.99 0.00 0.28 c-1 |         (no realm owns the box) | 300527 474444
 13800 |   8    9604 | Ňěňní       6098/  349 0.99 0.04 0.28 c-1 |         (no realm owns the box) | 307941 481682
 13900 |   8   10535 | Ňěňní       6167/  357 0.99 0.04 0.29 c-1 |         (no realm owns the box) | 315644 489004
[peopleSim] hearth candidate at (140,73) (30.0E -19.5N) stood down — the farming package arrived before it was invented
 14000 |   8   10833 | Ňěňní       6322/  366 0.98 0.04 0.29 c-1 |         (no realm owns the box) | 323613 496574
 14100 |   8   11143 | Ňěňní       6488/  375 0.83 0.08 0.30 c-1 |         (no realm owns the box) | 332157 513794
 14200 |   9   11477 | Ňěňní       6660/  384 0.71 0.08 0.30 c-1 |         (no realm owns the box) | 341048 522122
 14300 |   9   11796 | Ňěňní       6833/  394 0.61 0.08 0.31 c-1 |         (no realm owns the box) | 349925 530319
 14400 |   9   12100 | Ňěňní       7006/  404 0.53 0.11 0.32 c-1 |         (no realm owns the box) | 358818 538725
 14500 |   9   12390 | Ňěňní       7159/  413 0.48 0.11 0.32 c-1 |         (no realm owns the box) | 366688 547412
 14600 |  13   12741 | Ňěňní       7320/  423 0.45 0.11 0.33 c-1 |         (no realm owns the box) | 374968 557360
 14700 |  13   11921 | Ňěňní       6506/  432 0.45 0.15 0.33 c-1 |         (no realm owns the box) | 383610 568493
 14800 |  13   12195 | Ňěňní       6644/  441 0.43 0.15 0.34 c-1 |         (no realm owns the box) | 391626 577359
 14900 |  13   12472 | Ňěňní       6790/  452 0.57 0.15 0.35 c-1 |         (no realm owns the box) | 400062 586581
 15000 |  13   12722 | Ňěňní       6866/  462 0.68 0.19 0.35 c1 |         (no realm owns the box) | 405406 563543
 15100 |  13   12965 | Ňěňní       6940/  468 0.77 0.19 0.36 c1 |         (no realm owns the box) | 410544 572845
 15200 |  14   13256 | Ňěňní       7068/  474 0.80 0.19 0.37 c1 |    1   20     20   501k    1  -/-   0 | 417590 578892
 15300 |  14   13503 | Ňěňní       7279/  484 0.82 0.22 0.37 c1 |    1   23     23   577k    1  -/-   0 | 428948 587971
 15400 |   8   13663 | Ňěňní       7436/  496 0.87 0.22 0.38 c1 |    1   23     23   577k    1  -/-   0 | 437708 605551
 15500 |  12   13982 | Ňěňní       7086/  506 0.68 0.22 0.39 c1 |    1   22     22   550k    1  -/-   0 | 419353 612582
 15600 |  14   14737 | Fùlpū       8577/  437 0.07 0.25 0.37 c2 |    1   21     21   525k    1  -/-   0 | 426307 621808
 15700 |  15   16106 | Fùlpū       9738/  624 0.05 0.25 0.38 c2 |    1   19     19   475k    3  19/0   0 | 437539 631543
 15800 |  15   16407 | Fùlpū       9841/  654 0.04 0.25 0.38 c2 |    1   19     19   475k    3  23/0   0 | 449833 638795
 15900 |  16   17430 | Fùlpū       9987/  683 0.15 0.29 0.38 c2 |    1   20     20   501k    3  23/0   0 | 462700 649005
 16000 |  16   15495 | Fùlpū       7633/  255 0.38 0.29 0.39 c2 |    1   17     17   426k    3  9/0   0 | 449695 656808
 16100 |  16   15419 | Fùlpū       7456/  615 0.52 0.29 0.39 c2 |    1   17     17   426k    3  13/0   0 | 470172 681957
 16200 |  14   16317 | Fùlpū       8353/  591 0.64 0.33 0.40 c2 |    1   17     17   427k    3  13/0   0 | 472758 688841
 16300 |  16   13546 | Fùlpū       5563/  643 0.71 0.33 0.41 c2 |    1   18     18   452k    3  13/0   0 | 467182 693621
 16400 |  16   13631 | Fùlpū       5535/  836 0.59 0.33 0.41 c2 |    1   18     18   452k    3  11/0   0 | 482411 699261
 16500 |  16   12409 | Fùlpū       4259/  702 0.42 0.36 0.42 c2 |    1   17     17   426k    3  11/0   0 | 480781 692455
[peopleSim] hearth candidate at (196,38) (114.0E 33.0N) stood down — the farming package arrived before it was invented
 16600 |  16    8915 | Fùlpū       3791/  720 0.30 0.36 0.43 c2 |    1   18     18   452k    3  9/0   0 | 490499 699217
 16700 |  16    8998 | Fùlpū       3860/  749 0.27 0.36 0.43 c2 |    1   18     18   452k    3  9/0   0 | 501252 691056
 16800 |  15    8183 | Ňěňní       3848/  538 0.49 0.39 0.46 c1 |    1   19     19   476k    3  9/0   0 | 510781 709963
 16900 |  17   10980 | Zyibayamphib  4075/  658 0.26 0.32 0.49 c41 |    1   14     14   352k    3  12/0   0 | 521322 716827
 17000 |  17   10928 | Yamfaputa     2810/  674 0.15 0.09 0.47 c48 |    1   16     16   402k    2  16/0   0 | 528469 719371
 17100 |  17   11044 | Yamfaputa     2843/  684 0.11 0.15 0.48 c48 |    1   16     16   402k    2  16/0   0 | 532602 723118
 17200 |  14   11139 | Ňěňní       3481/  585 0.24 0.42 0.49 c1 |    1   14     14   352k    2  17/0   0 | 541358 732438
 17300 |  17   11221 | Ňěňní       3523/  599 0.21 0.42 0.49 c1 |    1   17     17   426k    2  20/0   0 | 548769 733019
 17400 |  18   11338 | Ňěňní       3611/  615 0.22 0.44 0.50 c1 |    1   17     17   426k    2  20/0   0 | 555020 751712
 17500 |  18   11268 | Ňěňní       2935/  617 0.24 0.44 0.51 c1 |    1   15     15   375k    2  12/0   0 | 560201 750718
 17600 |  18   11832 | Ňěňní       2955/  617 0.26 0.44 0.51 c1 |    1   20     20   498k    3  14/11   0 | 579778 765859
 17700 |  19   12074 | Ňěňní       2965/  608 0.23 0.47 0.52 c1 |    1   20     20   498k    3  14/11   0 | 585889 773284
 17800 |  19   11184 | Ňěňní       3003/  608 0.16 0.47 0.53 c1 |    1   15     15   376k    2  18/8   1 | 587951 754478
 17900 |  19    9315 | Ňěňní       2882/  596 0.12 0.47 0.53 c93 |    1   21     21   531k    3  26/24   0 | 581368 788465
 18000 |  19   11925 | Fùlpū       5588/  876 0.01 0.46 0.52 c1 |    1   28     28   708k    3  26/24   0 | 583598 745701
 18100 |  18   11738 | Fùlpū       5517/  927 0.03 0.46 0.52 c1 |    1   28     28   708k    1  26/24   0 | 577946 763331
 18200 |  18    9135 | Fùlpū       6019/  938 0.03 0.46 0.53 c1 |   48   10     15   365k    4  9/19   0 | 583128 773403
 18300 |  18    9524 | Ňěňní       3464/  674 0.03 0.50 0.55 c93 |   93   15     15   373k    2  8/24   1 | 587487 748057
 18400 |  18    9449 | Ňěňní       3307/  635 0.02 0.50 0.56 c93 |   93   15     15   373k    2  15/11   2 | 588824 757234
 18500 |  18   11857 | Fùlpū       3238/ 1037 0.01 0.48 0.56 c1 |    1   14     37   962k    1  26/24   0 | 585577 748613
 18600 |  18   12485 | Fùlpū       3605/ 1006 0.01 0.50 0.56 c1 |   93   16     16   399k    2  31/10   0 | 589305 741601
[peopleSim] hearth candidate at (117,23) (-4.5E 55.5N) stood down — the farming package arrived before it was invented
 18700 |  19   13959 | Fùlpū       4619/  229 0.00 0.50 0.57 c1 |   93   16     16   399k    2  19/8   0 | 618514 742263
 18800 |  18   14199 | Fùlpū       4285/  299 0.11 0.50 0.58 c1 |   93   17     17   424k    2  23/8   0 | 618533 761042
 18900 |  14   12756 | Fùlpū       3879/  581 0.31 0.52 0.58 c1 |   93   17     17   424k    2  23/8   0 | 619442 755929
 19000 |  18   13417 | Fùlpū       4246/  162 0.39 0.52 0.59 c1 |   93   17     17   424k    2  26/4   0 | 597591 747864
[peopleSim] AGRICULTURE INVENTED at (111,53) (-13.5E 10.5N) — the basin farms; a city will rise when its market gathers one (score 1.76)
 19100 |  19   13495 | Fùlpū       4326/  221 0.36 0.52 0.60 c1 |   93   17     17   424k    2  17/4   0 | 581850 750902
[transHeap] step=19176 cap=2048 peakN=1061 pushes=5824 (0.0MB backing)
 19200 |  18   12781 | Fùlpū       3742/  645 0.44 0.53 0.60 c1 |   93   14     14   351k    2  17/4   0 | 579604 730982
[peopleSim] hearth candidate at (58,38) (-93.0E 33.0N) stood down — the farming package arrived before it was invented
 19300 |  18   12367 | Fùlpū       3780/  835 0.34 0.53 0.61 c1 |   78   14     20   492k    1  22/0   0 | 565403 737104
 19400 |  18   12316 | Fùlpū       3793/  964 0.28 0.53 0.62 c1 |   78   14     20   492k    2  26/0   0 | 579671 732699
 19500 |  18   11546 | Lụ̄rǎkú    4012/  842 0.16 0.11 0.62 c44 |   93   17     17   424k    2  15/4   0 | 571281 730043
 19600 |  18   15371 | Xīrtụ̌ị    5148/  843 0.06 0.11 0.62 c85 |   43   16     17   416k    1  -/-   0 | 557538 717570
 19700 |  18   15374 | Xīrtụ̌ị    5142/  830 0.12 0.11 0.63 c85 |   43   16     17   416k    1  -/-   0 | 556698 711531
 19800 |  18   15327 | Xīrtụ̌ị    5000/  809 0.09 0.16 0.64 c85 |   43   17     18   440k    1  -/-   0 | 556173 716333
 19900 |  17   11583 | Daphut'eb     3592/  641 0.05 0.48 0.68 c43 |   43   18     19   466k    1  -/-   0 | 547014 675123
 20000 |  15   11484 | Daphut'eb     3461/  610 0.04 0.48 0.69 c43 |   43   18     19   466k    1  -/-   0 | 539903 668179
 20100 |  11    8818 | Daphut'eb     3292/  601 0.07 0.50 0.69 c43 |   93   20     20   501k    1  15/4   0 | 535831 699550
 20200 |  15    9951 | Daphut'eb     3306/  610 0.21 0.50 0.70 c43 |   93   16     16   402k    6  19/5   0 | 536835 721022
 20300 |  17    9816 | Daphut'eb     3325/  608 0.31 0.50 0.70 c43 |   93   16     16   402k    5  25/3   1 | 544345 702351
 20400 |  17    8130 | Ňěňní       2777/  596 0.02 0.59 0.69 c85 |   93   18     18   452k    5  25/3   1 | 530469 810611
 20500 |  17   13207 | Xīrtụ̌ị    4698/  787 0.11 0.23 0.68 c123 |   93   20     20   504k    5  19/2   0 | 523069 662107
 20600 |  17    8989 | Fūtíü       3072/  663 0.29 0.07 0.70 c93 |   93   23     23   580k    5  25/3   1 | 502267 702931
 20700 |  17    8004 | Fūtíü       2764/  610 0.21 0.12 0.71 c93 |   93   23     23   580k    5  25/3   1 | 469273 702593
 20800 |  17    7223 | Fūtíü       3316/  594 0.15 0.12 0.71 c93 |   93   20     20   505k    5  26/2   0 | 461280 649464
 20900 |  17    6934 | Fūtíü       2753/  601 0.14 0.12 0.72 c93 |   93   22     22   554k    5  29/3   1 | 449734 645084
 21000 |  17    6816 | Fūtíü       2756/  605 0.10 0.16 0.72 c93 |   93   22     22   554k    5  29/3   1 | 449253 641603
 21100 |  17    6605 | Fūtíü       3139/  567 0.07 0.16 0.73 c93 |   93   19     19   479k    5  27/2   1 | 444012 737198
[peopleSim] hearth candidate at (77,72) (-64.5E -18.0N) stood down — the farming package arrived before it was invented
 21200 |  18    6860 | Fūtíü       2782/  541 0.05 0.16 0.73 c93 |   43   12     15   362k    2  21/0   0 | 440416 664986
 21300 |  15    6954 | Fūtíü       2829/  551 0.07 0.21 0.73 c93 |   43   12     15   362k    2  21/0   0 | 442593 662269
 21400 |  15    6875 | Ňěňní       2587/  497 0.00 0.58 0.72 c1 |   93   20     20   502k    3  23/2   1 | 442310 669819
 21500 |  15    4064 | T'imnumu      1889/  336 0.61 0.51 0.66 c43 |    1   18     18   451k    4  25/3   0 | 443957 912064
 21600 |  15    7583 | Ňěňní       4074/  665 0.00 0.59 0.73 c1 |    1   22     22   552k    4  25/3   0 | 458260 657257
 21700 |  15    7642 | Ňěňní       3727/  609 0.12 0.59 0.73 c1 |    1   22     22   552k    5  28/23   1 | 468346 621361
 21800 |  13    7661 | Ňěňní       3647/  165 0.14 0.59 0.73 c1 |    1   26     27   675k    5  22/15   2 | 480502 624281
 21900 |  15    7626 | Ňěňní       3388/  176 0.10 0.60 0.74 c1 |    1   22     22   551k    5  22/15   2 | 475533 624062
 22000 |  16    7531 | Ňěňní       3351/  498 0.07 0.60 0.74 c1 |    1   22     22   551k    8  22/17   0 | 462862 585826
 22100 |  16    7584 | Ňěňní       3354/  521 0.16 0.60 0.74 c1 |    1   24     25   627k    8  24/14   0 | 466979 600893
 22200 |  16    7555 | Ňěňní       3254/  516 0.18 0.61 0.75 c1 |    1   22     22   551k    8  24/14   0 | 466040 590974
 22300 |  16    7302 | Ňěňní       3242/  520 0.13 0.61 0.75 c1 |    1   22     22   551k    8  19/11   1 | 460101 591127
 22400 |  15    7185 | Ňěňní       3147/  504 0.09 0.61 0.75 c1 |    1   25     25   626k    8  22/11   0 | 468290 588525
 22500 |  15    7267 | Ňěňní       3336/  517 0.17 0.62 0.76 c1 |    1   24     24   600k    8  22/11   0 | 459042 566254
 22600 |  15    7233 | Ňěňní       3319/  520 0.27 0.62 0.76 c1 |    1   24     24   600k    8  25/11   0 | 452629 567833
 22700 |  12    7180 | Ňěňní       3283/  141 0.35 0.62 0.76 c1 |    1   24     24   600k    9  26/15   0 | 453754 578414
 22800 |  14    7020 | Ňěňní       3173/  365 0.50 0.63 0.76 c1 |    1   24     24   600k    9  26/15   0 | 452684 584468
